,Statement Description,topics,label,0,1,2,3,4,5,6,7,8,
1862,"includes topics related to cybersecurity intelligence techniques, such as covert communication techniques, forms of intelligence support needs, topics, and focus areas, knowledge of possible circumstances that would result in changing collection management authorities, all-source reporting and dissemination procedures, approved intelligence dissemination processes, available databases and tools necessary to assess appropriate collection tasking, implants that enable cyber collection and/or preparation activities, collection sources including conventional and non-conventional sources, collection strategies, criteria for evaluating collection products, current collection requirements, dynamic and deliberate targeting, how to establish priorities for resources, indications and warning, information needs, information security concepts, facilitating technologies and methods, intelligence capabilities and limitations, intelligence confidence levels, intelligence disciplines, intelligence employment requirements (i.e., logistical, communications support, maneuverability, legal restrictions, etc.), intelligence preparation of the environment and similar processes, intelligence production processes, intelligence reporting principles, policies, procedures, and vehicles, including report formats, reportability criteria (requirements and priorities), dissemination practices, and legal authorities and restrictions, intelligence requirements tasking systems, intelligence support to planning, execution, and assessment, internal and external partner intelligence processes and the development of information requirements and essential information, methods for ascertaining collection asset posture and availability, objectives, situation, operational environment, and the status and disposition of internal and external partner collection capabilities available to support planning, organization and/or partner collection systems, capabilities, and processes (e.g., collection and protocol processors), specific target identifiers, and their usage, strategies and tools for target research, knowledge of target estimated repair and recuperation times,  knowledge of target intelligence gathering and operational preparation techniques and life cycles, target list development (i.e. restricted, joint, candidate, etc.), methods and procedures, target vetting and validation procedures, target, including related current events, communication profile, actors, and history (language, culture) and/or frame of reference, targeting cycles, tasking mechanisms, tasking processes for organic and subordinate collection assets, tasking, collection, processing, exploitation and dissemination, terminal or environmental collection (process, objectives, organization, targets, etc.), available tools and applications associated with collection requirements and collection management, intelligence frameworks, processes, and related systems, poc’s, databases, tools and applications necessary to establish environment preparation and surveillance products, purpose and contribution of target templates, request for information process, tipping, cueing, mixing, and redundancy. ","target communication profile, actors, history, language, culture",0,1,0,0,0,0,0,0,0,0,
1863,"includes topics related to cybersecurity intelligence techniques, such as covert communication techniques, forms of intelligence support needs, topics, and focus areas, knowledge of possible circumstances that would result in changing collection management authorities, all-source reporting and dissemination procedures, approved intelligence dissemination processes, available databases and tools necessary to assess appropriate collection tasking, implants that enable cyber collection and/or preparation activities, collection sources including conventional and non-conventional sources, collection strategies, criteria for evaluating collection products, current collection requirements, dynamic and deliberate targeting, how to establish priorities for resources, indications and warning, information needs, information security concepts, facilitating technologies and methods, intelligence capabilities and limitations, intelligence confidence levels, intelligence disciplines, intelligence employment requirements (i.e., logistical, communications support, maneuverability, legal restrictions, etc.), intelligence preparation of the environment and similar processes, intelligence production processes, intelligence reporting principles, policies, procedures, and vehicles, including report formats, reportability criteria (requirements and priorities), dissemination practices, and legal authorities and restrictions, intelligence requirements tasking systems, intelligence support to planning, execution, and assessment, internal and external partner intelligence processes and the development of information requirements and essential information, methods for ascertaining collection asset posture and availability, objectives, situation, operational environment, and the status and disposition of internal and external partner collection capabilities available to support planning, organization and/or partner collection systems, capabilities, and processes (e.g., collection and protocol processors), specific target identifiers, and their usage, strategies and tools for target research, knowledge of target estimated repair and recuperation times,  knowledge of target intelligence gathering and operational preparation techniques and life cycles, target list development (i.e. restricted, joint, candidate, etc.), methods and procedures, target vetting and validation procedures, target, including related current events, communication profile, actors, and history (language, culture) and/or frame of reference, targeting cycles, tasking mechanisms, tasking processes for organic and subordinate collection assets, tasking, collection, processing, exploitation and dissemination, terminal or environmental collection (process, objectives, organization, targets, etc.), available tools and applications associated with collection requirements and collection management, intelligence frameworks, processes, and related systems, poc’s, databases, tools and applications necessary to establish environment preparation and surveillance products, purpose and contribution of target templates, request for information process, tipping, cueing, mixing, and redundancy. ","targeting cycles, tasking mechanisms, processes for organic subordinate assets",0,1,0,0,0,0,0,0,0,0,
1864,"includes topics related to cybersecurity intelligence techniques, such as covert communication techniques, forms of intelligence support needs, topics, and focus areas, knowledge of possible circumstances that would result in changing collection management authorities, all-source reporting and dissemination procedures, approved intelligence dissemination processes, available databases and tools necessary to assess appropriate collection tasking, implants that enable cyber collection and/or preparation activities, collection sources including conventional and non-conventional sources, collection strategies, criteria for evaluating collection products, current collection requirements, dynamic and deliberate targeting, how to establish priorities for resources, indications and warning, information needs, information security concepts, facilitating technologies and methods, intelligence capabilities and limitations, intelligence confidence levels, intelligence disciplines, intelligence employment requirements (i.e., logistical, communications support, maneuverability, legal restrictions, etc.), intelligence preparation of the environment and similar processes, intelligence production processes, intelligence reporting principles, policies, procedures, and vehicles, including report formats, reportability criteria (requirements and priorities), dissemination practices, and legal authorities and restrictions, intelligence requirements tasking systems, intelligence support to planning, execution, and assessment, internal and external partner intelligence processes and the development of information requirements and essential information, methods for ascertaining collection asset posture and availability, objectives, situation, operational environment, and the status and disposition of internal and external partner collection capabilities available to support planning, organization and/or partner collection systems, capabilities, and processes (e.g., collection and protocol processors), specific target identifiers, and their usage, strategies and tools for target research, knowledge of target estimated repair and recuperation times,  knowledge of target intelligence gathering and operational preparation techniques and life cycles, target list development (i.e. restricted, joint, candidate, etc.), methods and procedures, target vetting and validation procedures, target, including related current events, communication profile, actors, and history (language, culture) and/or frame of reference, targeting cycles, tasking mechanisms, tasking processes for organic and subordinate collection assets, tasking, collection, processing, exploitation and dissemination, terminal or environmental collection (process, objectives, organization, targets, etc.), available tools and applications associated with collection requirements and collection management, intelligence frameworks, processes, and related systems, poc’s, databases, tools and applications necessary to establish environment preparation and surveillance products, purpose and contribution of target templates, request for information process, tipping, cueing, mixing, and redundancy. ","tasking, collection, processing, exploitation, and dissemination",0,1,0,0,0,0,0,0,0,0,
1865,"includes topics related to cybersecurity intelligence techniques, such as covert communication techniques, forms of intelligence support needs, topics, and focus areas, knowledge of possible circumstances that would result in changing collection management authorities, all-source reporting and dissemination procedures, approved intelligence dissemination processes, available databases and tools necessary to assess appropriate collection tasking, implants that enable cyber collection and/or preparation activities, collection sources including conventional and non-conventional sources, collection strategies, criteria for evaluating collection products, current collection requirements, dynamic and deliberate targeting, how to establish priorities for resources, indications and warning, information needs, information security concepts, facilitating technologies and methods, intelligence capabilities and limitations, intelligence confidence levels, intelligence disciplines, intelligence employment requirements (i.e., logistical, communications support, maneuverability, legal restrictions, etc.), intelligence preparation of the environment and similar processes, intelligence production processes, intelligence reporting principles, policies, procedures, and vehicles, including report formats, reportability criteria (requirements and priorities), dissemination practices, and legal authorities and restrictions, intelligence requirements tasking systems, intelligence support to planning, execution, and assessment, internal and external partner intelligence processes and the development of information requirements and essential information, methods for ascertaining collection asset posture and availability, objectives, situation, operational environment, and the status and disposition of internal and external partner collection capabilities available to support planning, organization and/or partner collection systems, capabilities, and processes (e.g., collection and protocol processors), specific target identifiers, and their usage, strategies and tools for target research, knowledge of target estimated repair and recuperation times,  knowledge of target intelligence gathering and operational preparation techniques and life cycles, target list development (i.e. restricted, joint, candidate, etc.), methods and procedures, target vetting and validation procedures, target, including related current events, communication profile, actors, and history (language, culture) and/or frame of reference, targeting cycles, tasking mechanisms, tasking processes for organic and subordinate collection assets, tasking, collection, processing, exploitation and dissemination, terminal or environmental collection (process, objectives, organization, targets, etc.), available tools and applications associated with collection requirements and collection management, intelligence frameworks, processes, and related systems, poc’s, databases, tools and applications necessary to establish environment preparation and surveillance products, purpose and contribution of target templates, request for information process, tipping, cueing, mixing, and redundancy. ","terminal environmental collection (process, objectives, organization, targets)",0,1,0,0,0,0,0,0,0,0,
1866,"includes topics related to cybersecurity intelligence techniques, such as covert communication techniques, forms of intelligence support needs, topics, and focus areas, knowledge of possible circumstances that would result in changing collection management authorities, all-source reporting and dissemination procedures, approved intelligence dissemination processes, available databases and tools necessary to assess appropriate collection tasking, implants that enable cyber collection and/or preparation activities, collection sources including conventional and non-conventional sources, collection strategies, criteria for evaluating collection products, current collection requirements, dynamic and deliberate targeting, how to establish priorities for resources, indications and warning, information needs, information security concepts, facilitating technologies and methods, intelligence capabilities and limitations, intelligence confidence levels, intelligence disciplines, intelligence employment requirements (i.e., logistical, communications support, maneuverability, legal restrictions, etc.), intelligence preparation of the environment and similar processes, intelligence production processes, intelligence reporting principles, policies, procedures, and vehicles, including report formats, reportability criteria (requirements and priorities), dissemination practices, and legal authorities and restrictions, intelligence requirements tasking systems, intelligence support to planning, execution, and assessment, internal and external partner intelligence processes and the development of information requirements and essential information, methods for ascertaining collection asset posture and availability, objectives, situation, operational environment, and the status and disposition of internal and external partner collection capabilities available to support planning, organization and/or partner collection systems, capabilities, and processes (e.g., collection and protocol processors), specific target identifiers, and their usage, strategies and tools for target research, knowledge of target estimated repair and recuperation times,  knowledge of target intelligence gathering and operational preparation techniques and life cycles, target list development (i.e. restricted, joint, candidate, etc.), methods and procedures, target vetting and validation procedures, target, including related current events, communication profile, actors, and history (language, culture) and/or frame of reference, targeting cycles, tasking mechanisms, tasking processes for organic and subordinate collection assets, tasking, collection, processing, exploitation and dissemination, terminal or environmental collection (process, objectives, organization, targets, etc.), available tools and applications associated with collection requirements and collection management, intelligence frameworks, processes, and related systems, poc’s, databases, tools and applications necessary to establish environment preparation and surveillance products, purpose and contribution of target templates, request for information process, tipping, cueing, mixing, and redundancy. ",available tools and applications for collection requirements and management,0,1,0,0,0,0,0,0,0,0,
1867,"includes topics related to cybersecurity intelligence techniques, such as covert communication techniques, forms of intelligence support needs, topics, and focus areas, knowledge of possible circumstances that would result in changing collection management authorities, all-source reporting and dissemination procedures, approved intelligence dissemination processes, available databases and tools necessary to assess appropriate collection tasking, implants that enable cyber collection and/or preparation activities, collection sources including conventional and non-conventional sources, collection strategies, criteria for evaluating collection products, current collection requirements, dynamic and deliberate targeting, how to establish priorities for resources, indications and warning, information needs, information security concepts, facilitating technologies and methods, intelligence capabilities and limitations, intelligence confidence levels, intelligence disciplines, intelligence employment requirements (i.e., logistical, communications support, maneuverability, legal restrictions, etc.), intelligence preparation of the environment and similar processes, intelligence production processes, intelligence reporting principles, policies, procedures, and vehicles, including report formats, reportability criteria (requirements and priorities), dissemination practices, and legal authorities and restrictions, intelligence requirements tasking systems, intelligence support to planning, execution, and assessment, internal and external partner intelligence processes and the development of information requirements and essential information, methods for ascertaining collection asset posture and availability, objectives, situation, operational environment, and the status and disposition of internal and external partner collection capabilities available to support planning, organization and/or partner collection systems, capabilities, and processes (e.g., collection and protocol processors), specific target identifiers, and their usage, strategies and tools for target research, knowledge of target estimated repair and recuperation times,  knowledge of target intelligence gathering and operational preparation techniques and life cycles, target list development (i.e. restricted, joint, candidate, etc.), methods and procedures, target vetting and validation procedures, target, including related current events, communication profile, actors, and history (language, culture) and/or frame of reference, targeting cycles, tasking mechanisms, tasking processes for organic and subordinate collection assets, tasking, collection, processing, exploitation and dissemination, terminal or environmental collection (process, objectives, organization, targets, etc.), available tools and applications associated with collection requirements and collection management, intelligence frameworks, processes, and related systems, poc’s, databases, tools and applications necessary to establish environment preparation and surveillance products, purpose and contribution of target templates, request for information process, tipping, cueing, mixing, and redundancy. ","intelligence frameworks, processes, and systems",0,1,0,0,0,0,0,0,0,0,
1868,"includes topics related to cybersecurity intelligence techniques, such as covert communication techniques, forms of intelligence support needs, topics, and focus areas, knowledge of possible circumstances that would result in changing collection management authorities, all-source reporting and dissemination procedures, approved intelligence dissemination processes, available databases and tools necessary to assess appropriate collection tasking, implants that enable cyber collection and/or preparation activities, collection sources including conventional and non-conventional sources, collection strategies, criteria for evaluating collection products, current collection requirements, dynamic and deliberate targeting, how to establish priorities for resources, indications and warning, information needs, information security concepts, facilitating technologies and methods, intelligence capabilities and limitations, intelligence confidence levels, intelligence disciplines, intelligence employment requirements (i.e., logistical, communications support, maneuverability, legal restrictions, etc.), intelligence preparation of the environment and similar processes, intelligence production processes, intelligence reporting principles, policies, procedures, and vehicles, including report formats, reportability criteria (requirements and priorities), dissemination practices, and legal authorities and restrictions, intelligence requirements tasking systems, intelligence support to planning, execution, and assessment, internal and external partner intelligence processes and the development of information requirements and essential information, methods for ascertaining collection asset posture and availability, objectives, situation, operational environment, and the status and disposition of internal and external partner collection capabilities available to support planning, organization and/or partner collection systems, capabilities, and processes (e.g., collection and protocol processors), specific target identifiers, and their usage, strategies and tools for target research, knowledge of target estimated repair and recuperation times,  knowledge of target intelligence gathering and operational preparation techniques and life cycles, target list development (i.e. restricted, joint, candidate, etc.), methods and procedures, target vetting and validation procedures, target, including related current events, communication profile, actors, and history (language, culture) and/or frame of reference, targeting cycles, tasking mechanisms, tasking processes for organic and subordinate collection assets, tasking, collection, processing, exploitation and dissemination, terminal or environmental collection (process, objectives, organization, targets, etc.), available tools and applications associated with collection requirements and collection management, intelligence frameworks, processes, and related systems, poc’s, databases, tools and applications necessary to establish environment preparation and surveillance products, purpose and contribution of target templates, request for information process, tipping, cueing, mixing, and redundancy. ","necessary pocs, databases, tools, and applications for environment preparation and surveillance",0,1,0,0,0,0,0,0,0,0,
1869,"includes topics related to cybersecurity intelligence techniques, such as covert communication techniques, forms of intelligence support needs, topics, and focus areas, knowledge of possible circumstances that would result in changing collection management authorities, all-source reporting and dissemination procedures, approved intelligence dissemination processes, available databases and tools necessary to assess appropriate collection tasking, implants that enable cyber collection and/or preparation activities, collection sources including conventional and non-conventional sources, collection strategies, criteria for evaluating collection products, current collection requirements, dynamic and deliberate targeting, how to establish priorities for resources, indications and warning, information needs, information security concepts, facilitating technologies and methods, intelligence capabilities and limitations, intelligence confidence levels, intelligence disciplines, intelligence employment requirements (i.e., logistical, communications support, maneuverability, legal restrictions, etc.), intelligence preparation of the environment and similar processes, intelligence production processes, intelligence reporting principles, policies, procedures, and vehicles, including report formats, reportability criteria (requirements and priorities), dissemination practices, and legal authorities and restrictions, intelligence requirements tasking systems, intelligence support to planning, execution, and assessment, internal and external partner intelligence processes and the development of information requirements and essential information, methods for ascertaining collection asset posture and availability, objectives, situation, operational environment, and the status and disposition of internal and external partner collection capabilities available to support planning, organization and/or partner collection systems, capabilities, and processes (e.g., collection and protocol processors), specific target identifiers, and their usage, strategies and tools for target research, knowledge of target estimated repair and recuperation times,  knowledge of target intelligence gathering and operational preparation techniques and life cycles, target list development (i.e. restricted, joint, candidate, etc.), methods and procedures, target vetting and validation procedures, target, including related current events, communication profile, actors, and history (language, culture) and/or frame of reference, targeting cycles, tasking mechanisms, tasking processes for organic and subordinate collection assets, tasking, collection, processing, exploitation and dissemination, terminal or environmental collection (process, objectives, organization, targets, etc.), available tools and applications associated with collection requirements and collection management, intelligence frameworks, processes, and related systems, poc’s, databases, tools and applications necessary to establish environment preparation and surveillance products, purpose and contribution of target templates, request for information process, tipping, cueing, mixing, and redundancy. ",purpose and contribution of target templates,0,1,0,0,0,0,0,0,0,0,
1870,"includes topics related to cybersecurity intelligence techniques, such as covert communication techniques, forms of intelligence support needs, topics, and focus areas, knowledge of possible circumstances that would result in changing collection management authorities, all-source reporting and dissemination procedures, approved intelligence dissemination processes, available databases and tools necessary to assess appropriate collection tasking, implants that enable cyber collection and/or preparation activities, collection sources including conventional and non-conventional sources, collection strategies, criteria for evaluating collection products, current collection requirements, dynamic and deliberate targeting, how to establish priorities for resources, indications and warning, information needs, information security concepts, facilitating technologies and methods, intelligence capabilities and limitations, intelligence confidence levels, intelligence disciplines, intelligence employment requirements (i.e., logistical, communications support, maneuverability, legal restrictions, etc.), intelligence preparation of the environment and similar processes, intelligence production processes, intelligence reporting principles, policies, procedures, and vehicles, including report formats, reportability criteria (requirements and priorities), dissemination practices, and legal authorities and restrictions, intelligence requirements tasking systems, intelligence support to planning, execution, and assessment, internal and external partner intelligence processes and the development of information requirements and essential information, methods for ascertaining collection asset posture and availability, objectives, situation, operational environment, and the status and disposition of internal and external partner collection capabilities available to support planning, organization and/or partner collection systems, capabilities, and processes (e.g., collection and protocol processors), specific target identifiers, and their usage, strategies and tools for target research, knowledge of target estimated repair and recuperation times,  knowledge of target intelligence gathering and operational preparation techniques and life cycles, target list development (i.e. restricted, joint, candidate, etc.), methods and procedures, target vetting and validation procedures, target, including related current events, communication profile, actors, and history (language, culture) and/or frame of reference, targeting cycles, tasking mechanisms, tasking processes for organic and subordinate collection assets, tasking, collection, processing, exploitation and dissemination, terminal or environmental collection (process, objectives, organization, targets, etc.), available tools and applications associated with collection requirements and collection management, intelligence frameworks, processes, and related systems, poc’s, databases, tools and applications necessary to establish environment preparation and surveillance products, purpose and contribution of target templates, request for information process, tipping, cueing, mixing, and redundancy. ",request for information process,0,1,0,0,0,0,0,0,0,0,
1871,"includes topics related to cybersecurity intelligence techniques, such as covert communication techniques, forms of intelligence support needs, topics, and focus areas, knowledge of possible circumstances that would result in changing collection management authorities, all-source reporting and dissemination procedures, approved intelligence dissemination processes, available databases and tools necessary to assess appropriate collection tasking, implants that enable cyber collection and/or preparation activities, collection sources including conventional and non-conventional sources, collection strategies, criteria for evaluating collection products, current collection requirements, dynamic and deliberate targeting, how to establish priorities for resources, indications and warning, information needs, information security concepts, facilitating technologies and methods, intelligence capabilities and limitations, intelligence confidence levels, intelligence disciplines, intelligence employment requirements (i.e., logistical, communications support, maneuverability, legal restrictions, etc.), intelligence preparation of the environment and similar processes, intelligence production processes, intelligence reporting principles, policies, procedures, and vehicles, including report formats, reportability criteria (requirements and priorities), dissemination practices, and legal authorities and restrictions, intelligence requirements tasking systems, intelligence support to planning, execution, and assessment, internal and external partner intelligence processes and the development of information requirements and essential information, methods for ascertaining collection asset posture and availability, objectives, situation, operational environment, and the status and disposition of internal and external partner collection capabilities available to support planning, organization and/or partner collection systems, capabilities, and processes (e.g., collection and protocol processors), specific target identifiers, and their usage, strategies and tools for target research, knowledge of target estimated repair and recuperation times,  knowledge of target intelligence gathering and operational preparation techniques and life cycles, target list development (i.e. restricted, joint, candidate, etc.), methods and procedures, target vetting and validation procedures, target, including related current events, communication profile, actors, and history (language, culture) and/or frame of reference, targeting cycles, tasking mechanisms, tasking processes for organic and subordinate collection assets, tasking, collection, processing, exploitation and dissemination, terminal or environmental collection (process, objectives, organization, targets, etc.), available tools and applications associated with collection requirements and collection management, intelligence frameworks, processes, and related systems, poc’s, databases, tools and applications necessary to establish environment preparation and surveillance products, purpose and contribution of target templates, request for information process, tipping, cueing, mixing, and redundancy. ","tipping, cueing, mixing, and redundancy",0,1,0,0,0,0,0,0,0,0,
1872,basic concepts,basic concepts,1,0,1,0,0,0,0,0,0,0,
1873,advanced concepts,advanced concepts,1,0,1,0,0,0,0,0,0,0,
1874,mathematical background,mathematical background,1,0,1,0,0,0,0,0,0,0,
1875,historical ciphers,historical ciphers,1,0,1,0,0,0,0,0,0,0,
1876,symmetric (private key) ciphers,symmetric (private key) ciphers,1,0,1,0,0,0,0,0,0,0,
1877,asymmetric (public key) ciphers,asymmetric (public key) ciphers,1,0,1,0,0,0,0,0,0,0,
1879,legal issues,legal issues,"1,5 ",0,1,0,0,0,1,0,0,0,
1880,digital forensic tools,digital forensic tools,"1,5 ",0,1,0,0,0,1,0,0,0,
1881,investigatory process,investigatory process,"1,5 ",0,1,0,0,0,1,0,0,0,
1882,acquisition and preservation of evidence,acquisition and preservation of evidence,"1,5 ",0,1,0,0,0,1,0,0,0,
1883,analysis of evidence,analysis of evidence,"1,5 ",0,1,0,0,0,1,0,0,0,
1884,presentation of results,presentation of results,"1,5 ",0,1,0,0,0,1,0,0,0,
1885,authentication of evidence,authentication of evidence,"1,5 ",0,1,0,0,0,1,0,0,0,
1886,"reporting, incident response and handling","reporting, incident response and handling","1,5 ",0,1,0,0,0,1,0,0,0,
1887,mobile forensics,mobile forensics,"1,5 ",0,1,0,0,0,1,0,0,0,
1888,authentication strength,authentication strength,1,0,1,0,0,0,0,0,0,0,
1889,password attack technique,password attack technique,1,0,1,0,0,0,0,0,0,0,
1890,password storage techniques,password storage techniques,1,0,1,0,0,0,0,0,0,0,
1891,data integrity,data integrity,1,0,1,0,0,0,0,0,0,0,
1892,physical data security,physical data security,1,0,1,0,0,0,0,0,0,0,
1893,logical data access control,logical data access control,1,0,1,0,0,0,0,0,0,0,
1894,secure architecture design,secure architecture design,1,0,1,0,0,0,0,0,0,0,
1895,data leak prevention techniques,data leak prevention techniques,1,0,1,0,0,0,0,0,0,0,
1896,application and transport layer protocols,application and transport layer protocols,1,0,1,0,0,0,0,0,0,0,
1897,attacks on tls,attacks on tls,1,0,1,0,0,0,0,0,0,0,
1898,internet network layer,internet network layer,1,0,1,0,0,0,0,0,0,0,
1899,privacy preserving protocols,privacy preserving protocols,1,0,1,0,0,0,0,0,0,0,
1900,data link layer,data link layer,1,0,1,0,0,0,0,0,0,0,
1901,classical attacks,classical attacks,1,0,1,0,0,0,0,0,0,0,
1902,side channel attacks,side channel attacks,1,0,1,0,0,0,0,0,0,0,
1903,attacks against privatekey ciphers,attacks against privatekey ciphers,1,0,1,0,0,0,0,0,0,0,
1904,attacks against publickey ciphers,attacks against publickey ciphers,1,0,1,0,0,0,0,0,0,0,
1905,algorithms for solving the discrete log problem,algorithms for solving the discrete log problem,1,0,1,0,0,0,0,0,0,0,
1906,attacks on rsa,attacks on rsa,1,0,1,0,0,0,0,0,0,0,
1908,disk and file encryption,disk and file encryption,1,0,1,0,0,0,0,0,0,0,
1909,data erasure,data erasure,1,0,1,0,0,0,0,0,0,0,
1910,data masking,data masking,1,0,1,0,0,0,0,0,0,0,
1911,database security,database security,1,0,1,0,0,0,0,0,0,0,
1912,data security law,data security law,1,0,1,0,0,0,0,0,0,0,
1915,least privilege,least privilege,"2,3 ",0,0,1,1,0,0,0,0,0,
1916,fail safe defaults,fail safe defaults,"2,3  ",0,0,1,1,0,0,0,0,0,
1917,complete mediation,complete mediation,"2,3  ",0,0,1,1,0,0,0,0,0,
1918,separation,separation,"2,3  ",0,0,1,1,0,0,0,0,0,
1919,minimize trust,minimize trust,"2,3  ",0,0,1,1,0,0,0,0,0,
1920,economy of mechanism,economy of mechanism,"2,3  ",0,0,1,1,0,0,0,0,0,
1921,minimize common mechanism,minimize common mechanism,"2,3  ",0,0,1,1,0,0,0,0,0,
1922,least astonishment,least astonishment,"2,3  ",0,0,1,1,0,0,0,0,0,
1923,open design,open design,"2,3  ",0,0,1,1,0,0,0,0,0,
1924,layering,layering,"2,3  ",0,0,1,1,0,0,0,0,0,
1925,abstraction,abstraction,"2,3  ",0,0,1,1,0,0,0,0,0,
1926,modularity,modularity,"2,3  ",0,0,1,1,0,0,0,0,0,
1927,complete linkage,complete linkage,"2,3  ",0,0,1,1,0,0,0,0,0,
1928,design for iteration,design for iteration,"2,3  ",0,0,1,1,0,0,0,0,0,
1930,derivation of security requirements,derivation of security requirements,2,0,0,1,0,0,0,0,0,0,
1931,specification of security requirements,specification of security requirements,2,0,0,1,0,0,0,0,0,0,
1932,software development lifecycle security development lifecycle,software development lifecycle security development lifecycle,2,0,0,1,0,0,0,0,0,0,
1933,programming languages and type safe languages,programming languages and type safe languages,2,0,0,1,0,0,0,0,0,0,
1935,validating input and checking its representation,validating input and checking its representation,2,0,0,1,0,0,0,0,0,0,
1936,using apis correctly,using apis correctly,2,0,0,1,0,0,0,0,0,0,
1937,using security features,using security features,2,0,0,1,0,0,0,0,0,0,
1938,checking time and state relationships,checking time and state relationships,2,0,0,1,0,0,0,0,0,0,
1939,handling exceptions and errors properly,handling exceptions and errors properly,2,0,0,1,0,0,0,0,0,0,
1940,programming robustly,programming robustly,2,0,0,1,0,0,0,0,0,0,
1941,encapsulating structures and modules,encapsulating structures and modules,2,0,0,1,0,0,0,0,0,0,
1942,taking environment into account,taking environment into account,2,0,0,1,0,0,0,0,0,0,
1944,static and dynamic analysis,static and dynamic analysis,"2,3  ",0,0,1,1,0,0,0,0,0,
1945,unit testing,unit testing,"2,3  ",0,0,1,1,0,0,0,0,0,
1946,integration testing,integration testing,"2,3  ",0,0,1,1,0,0,0,0,0,
1947,software testing,software testing,"2,3  ",0,0,1,1,0,0,0,0,0,
1949,configuring,configuring,2,0,0,1,0,0,0,0,0,0,
1950,patching and the vulnerability lifecycle,patching and the vulnerability lifecycle,2,0,0,1,0,0,0,0,0,0,
1951,checking environment,checking environment,2,0,0,1,0,0,0,0,0,0,
1952,devops,devops,2,0,0,1,0,0,0,0,0,0,
1953,decommissioning retiring,decommissioning retiring,2,0,0,1,0,0,0,0,0,0,
1955,installation documents,installation documents,2,0,0,1,0,0,0,0,0,0,
1956,user guides and manuals,user guides and manuals,2,0,0,1,0,0,0,0,0,0,
1957,assurance documentation,assurance documentation,2,0,0,1,0,0,0,0,0,0,
1958,security documentation,security documentation,2,0,0,1,0,0,0,0,0,0,
1960,ethical issues in software development,ethical issues in software development,"2,7,8  ",0,0,1,0,0,0,0,1,1,
1961,social aspects of software development,social aspects of software development,"2,7,8  ",0,0,1,0,0,0,0,1,1,
1962,legal aspects of software development,legal aspects of software development,"2,7,8  ",0,0,1,0,0,0,0,1,1,
1963,vulnerability disclosure,vulnerability disclosure,"2,7,8  ",0,0,1,0,0,0,0,1,1,
1964,"what, when and why to test","what, when and why to test","2,7,8 ",0,0,1,0,0,0,0,1,1,
1967,component design security,component design security,"3,2  ",0,0,1,1,0,0,0,0,0,
1968,principles of secure component design,principles of secure component design,"3,2  ",0,0,1,1,0,0,0,0,0,
1969,component identification,component identification,"3,2  ",0,0,1,1,0,0,0,0,0,
1970,anti reverse engineering techniques,anti reverse engineering techniques,"3,2  ",0,0,1,1,0,0,0,0,0,
1971,side channel attack mitigation,side channel attack mitigation,"3,2  ",0,0,1,1,0,0,0,0,0,
1972,anti tamper technologies,anti tamper technologies,"3,2  ",0,0,1,1,0,0,0,0,0,
1974,supply chain risks,supply chain risks,3,0,0,0,1,0,0,0,0,0,
1975,supply chain security,supply chain security,3,0,0,0,1,0,0,0,0,0,
1976,supplier vetting,supplier vetting,3,0,0,0,1,0,0,0,0,0,
1978,principles of unit testing,principles of unit testing,"3,2 ",0,0,1,1,0,0,0,0,0,
1979,security testing,security testing,"3,2 ",0,0,1,1,0,0,0,0,0,
1981,design reverse engineering,design reverse engineering,3,0,0,0,1,0,0,0,0,0,
1982,hardware reverse engineering,hardware reverse engineering,3,0,0,0,1,0,0,0,0,0,
1983,software reverse engineering,software reverse engineering,3,0,0,0,1,0,0,0,0,0,
1986,transmission in a medium,transmission in a medium,4,0,0,0,0,1,0,0,0,0,
1987,shared and point to point media,shared and point to point media,4,0,0,0,0,1,0,0,0,0,
1988,sharing models,sharing models,4,0,0,0,0,1,0,0,0,0,
1989,common technologies,common technologies,4,0,0,0,0,1,0,0,0,0,
1991,hardware characteristics and materials,hardware characteristics and materials,4,0,0,0,0,1,0,0,0,0,
1992,standards,standards,4,0,0,0,0,1,0,0,0,0,
1993,common connectors,common connectors,4,0,0,0,0,1,0,0,0,0,
1995,standard architectures,standard architectures,4,0,0,0,0,1,0,0,0,0,
1996,hardware interface standards,hardware interface standards,4,0,0,0,0,1,0,0,0,0,
1997,common architectures,common architectures,4,0,0,0,0,1,0,0,0,0,
1999,general concepts,general concepts,4,0,0,0,0,1,0,0,0,0,
2000,world wide web,world wide web,4,0,0,0,0,1,0,0,0,0,
2001,the internet,the internet,4,0,0,0,0,1,0,0,0,0,
2002,protocols and layering,protocols and layering,4,0,0,0,0,1,0,0,0,0,
2003,high performance computing (supercomputers),high performance computing (supercomputers),4,0,0,0,0,1,0,0,0,0,
2004,hypervisors and cloud computing implementations,hypervisors and cloud computing implementations,4,0,0,0,0,1,0,0,0,0,
2005,vulnerabilities and example exploits,vulnerabilities and example exploits,4,0,0,0,0,1,0,0,0,0,
2007,general concepts,general concepts,4,0,0,0,0,1,0,0,0,0,
2008,common architectures,common architectures,4,0,0,0,0,1,0,0,0,0,
2009,forwarding,forwarding,4,0,0,0,0,1,0,0,0,0,
2010,routing,routing,4,0,0,0,0,1,0,0,0,0,
2011,switching bridging,switching bridging,4,0,0,0,0,1,0,0,0,0,
2012,emerging trends,emerging trends,4,0,0,0,0,1,0,0,0,0,
